## window/bin size 1000000 bp
## assemblyID	chromID	featureID	chromStartPosition	teCount	totalTELenPerWindow	percentWindow
SODLb	chr7	unknown_LTR_retrotransposon	8000000.0	4	34723	3.4722999999999997
SODLb	chr7	unknown_LTR_retrotransposon	9000000.0	4	25728	2.5728
SODLb	chr7	unknown_LTR_retrotransposon	10000000.0	6	46648	4.6648000000000005
SODLb	chr7	unknown_LTR_retrotransposon	11000000.0	8	73472	7.3472
SODLb	chr7	unknown_LTR_retrotransposon	12000000.0	9	89116	8.9116
SODLb	chr7	unknown_LTR_retrotransposon	13000000.0	7	71419	7.1419
SODLb	chr7	unknown_LTR_retrotransposon	14000000.0	6	59007	5.9007
SODLb	chr7	unknown_LTR_retrotransposon	15000000.0	4	35513	3.5513000000000003
SODLb	chr7	unknown_LTR_retrotransposon	16000000.0	2	20355	2.0355000000000003
SODLb	chr7	unknown_LTR_retrotransposon	17000000.0	8	84017	8.4017
SODLb	chr7	unknown_LTR_retrotransposon	18000000.0	6	60838	6.0838
SODLb	chr7	unknown_LTR_retrotransposon	19000000.0	6	61148	6.1148
SODLb	chr7	unknown_LTR_retrotransposon	20000000.0	9	74076	7.4076
SODLb	chr7	unknown_LTR_retrotransposon	21000000.0	4	36220	3.6220000000000003
SODLb	chr7	unknown_LTR_retrotransposon	22000000.0	9	89401	8.9401
SODLb	chr7	unknown_LTR_retrotransposon	23000000.0	8	83851	8.3851
SODLb	chr7	unknown_LTR_retrotransposon	24000000.0	11	113954	11.3954
SODLb	chr7	unknown_LTR_retrotransposon	25000000.0	7	65093	6.5093
SODLb	chr7	unknown_LTR_retrotransposon	26000000.0	12	121286	12.1286
SODLb	chr7	unknown_LTR_retrotransposon	27000000.0	7	66100	6.61
SODLb	chr7	unknown_LTR_retrotransposon	28000000.0	9	90764	9.0764
SODLb	chr7	unknown_LTR_retrotransposon	29000000.0	7	69974	6.9974
SODLb	chr7	unknown_LTR_retrotransposon	30000000.0	5	49930	4.993
SODLb	chr7	unknown_LTR_retrotransposon	31000000.0	3	35730	3.573
SODLb	chr7	unknown_LTR_retrotransposon	32000000.0	6	60743	6.0743
SODLb	chr7	unknown_LTR_retrotransposon	33000000.0	5	42082	4.2082
SODLb	chr7	unknown_LTR_retrotransposon	34000000.0	10	92103	9.2103
SODLb	chr7	unknown_LTR_retrotransposon	35000000.0	7	69354	6.9354
SODLb	chr7	unknown_LTR_retrotransposon	36000000.0	4	41044	4.1044
SODLb	chr7	unknown_LTR_retrotransposon	37000000.0	3	30195	3.0195
SODLb	chr7	unknown_LTR_retrotransposon	38000000.0	3	29942	2.9942
SODLb	chr7	unknown_LTR_retrotransposon	39000000.0	2	20056	2.0056000000000003
SODLb	chr7	unknown_LTR_retrotransposon	40000000.0	8	79793	7.9793
SODLb	chr7	unknown_LTR_retrotransposon	41000000.0	5	45490	4.549
SODLb	chr7	unknown_LTR_retrotransposon	42000000.0	1	12161	1.2161
SODLb	chr7	unknown_LTR_retrotransposon	43000000.0	3	25831	2.5831
SODLb	chr7	unknown_LTR_retrotransposon	44000000.0	9	85096	8.5096
SODLb	chr7	unknown_LTR_retrotransposon	45000000.0	6	60772	6.0772
SODLb	chr7	unknown_LTR_retrotransposon	46000000.0	11	103675	10.3675
SODLb	chr7	unknown_LTR_retrotransposon	47000000.0	10	97624	9.7624
SODLb	chr7	unknown_LTR_retrotransposon	48000000.0	6	59047	5.9047
SODLb	chr7	unknown_LTR_retrotransposon	49000000.0	10	96702	9.6702
SODLb	chr7	unknown_LTR_retrotransposon	50000000.0	4	42666	4.2666
SODLb	chr7	unknown_LTR_retrotransposon	51000000.0	7	73554	7.3553999999999995
SODLb	chr7	unknown_LTR_retrotransposon	52000000.0	4	40244	4.0244
SODLb	chr7	unknown_LTR_retrotransposon	53000000.0	6	60673	6.0672999999999995
SODLb	chr7	unknown_LTR_retrotransposon	54000000.0	11	98025	9.8025
SODLb	chr7	unknown_LTR_retrotransposon	55000000.0	9	89002	8.9002
SODLb	chr7	unknown_LTR_retrotransposon	56000000.0	1	10025	1.0025
SODLb	chr7	unknown_LTR_retrotransposon	57000000.0	4	35822	3.5822
SODLb	chr7	unknown_LTR_retrotransposon	58000000.0	7	71563	7.1563
SODLb	chr7	unknown_LTR_retrotransposon	59000000.0	7	65692	6.5692
SODLb	chr7	unknown_LTR_retrotransposon	60000000.0	11	95524	9.5524
SODLb	chr7	unknown_LTR_retrotransposon	61000000.0	5	47649	4.7649
SODLb	chr7	unknown_LTR_retrotransposon	62000000.0	1	10247	1.0247
SODLb	chr7	unknown_LTR_retrotransposon	63000000.0	5	50449	5.0449
SODLb	chr7	unknown_LTR_retrotransposon	64000000.0	9	68526	6.852600000000001
SODLb	chr7	unknown_LTR_retrotransposon	65000000.0	3	25525	2.5524999999999998
SODLb	chr7	unknown_LTR_retrotransposon	66000000.0	4	23330	2.333
SODLb	chr7	unknown_LTR_retrotransposon	67000000.0	2	15329	1.5329000000000002
SODLb	chr7	unknown_LTR_retrotransposon	68000000.0	0	0	0.0
SODLb	chr7	unknown_LTR_retrotransposon	69000000.0	4	34896	3.4896000000000003
SODLb	chr7	unknown_LTR_retrotransposon	70000000.0	2	9567	1.3296826246186562
SODLb	chr7	Ty3_LTR_retrotransposon	0.0	0	0	0.0
SODLb	chr7	Ty3_LTR_retrotransposon	1000000.0	0	0	0.0
SODLb	chr7	Ty3_LTR_retrotransposon	2000000.0	0	0	0.0
SODLb	chr7	Ty3_LTR_retrotransposon	3000000.0	2	19003	1.9002999999999999
SODLb	chr7	Ty3_LTR_retrotransposon	4000000.0	1	11281	1.1280999999999999
SODLb	chr7	Ty3_LTR_retrotransposon	5000000.0	4	36449	3.6449000000000003
SODLb	chr7	Ty3_LTR_retrotransposon	6000000.0	9	91573	9.1573
SODLb	chr7	Ty3_LTR_retrotransposon	7000000.0	8	77894	7.7894000000000005
SODLb	chr7	Ty3_LTR_retrotransposon	8000000.0	7	74406	7.4406
SODLb	chr7	Ty3_LTR_retrotransposon	9000000.0	15	160460	16.046
SODLb	chr7	Ty3_LTR_retrotransposon	10000000.0	4	42356	4.2356
SODLb	chr7	Ty3_LTR_retrotransposon	11000000.0	4	38689	3.8689
SODLb	chr7	Ty3_LTR_retrotransposon	12000000.0	8	73803	7.380299999999999
SODLb	chr7	Ty3_LTR_retrotransposon	13000000.0	3	29234	2.9234
SODLb	chr7	Ty3_LTR_retrotransposon	14000000.0	14	139654	13.9654
SODLb	chr7	Ty3_LTR_retrotransposon	15000000.0	14	134482	13.4482
SODLb	chr7	Ty3_LTR_retrotransposon	16000000.0	8	75014	7.501399999999999
SODLb	chr7	Ty3_LTR_retrotransposon	17000000.0	4	39999	3.9999
SODLb	chr7	Ty3_LTR_retrotransposon	18000000.0	6	62392	6.2392
SODLb	chr7	Ty3_LTR_retrotransposon	19000000.0	3	28782	2.8781999999999996
SODLb	chr7	Ty3_LTR_retrotransposon	20000000.0	7	72023	7.2023
SODLb	chr7	Ty3_LTR_retrotransposon	21000000.0	9	89611	8.9611
SODLb	chr7	Ty3_LTR_retrotransposon	22000000.0	8	79915	7.9915
SODLb	chr7	Ty3_LTR_retrotransposon	23000000.0	5	48658	4.8658
SODLb	chr7	Ty3_LTR_retrotransposon	24000000.0	4	40036	4.0036000000000005
SODLb	chr7	Ty3_LTR_retrotransposon	25000000.0	9	95597	9.5597
SODLb	chr7	Ty3_LTR_retrotransposon	26000000.0	7	77650	7.765
SODLb	chr7	Ty3_LTR_retrotransposon	27000000.0	9	88663	8.8663
SODLb	chr7	Ty3_LTR_retrotransposon	28000000.0	13	128194	12.8194
SODLb	chr7	Ty3_LTR_retrotransposon	29000000.0	10	106867	10.6867
SODLb	chr7	Ty3_LTR_retrotransposon	30000000.0	16	168530	16.853
SODLb	chr7	Ty3_LTR_retrotransposon	31000000.0	8	85443	8.5443
SODLb	chr7	Ty3_LTR_retrotransposon	32000000.0	10	103612	10.3612
SODLb	chr7	Ty3_LTR_retrotransposon	33000000.0	10	103145	10.3145
SODLb	chr7	Ty3_LTR_retrotransposon	34000000.0	14	135356	13.5356
SODLb	chr7	Ty3_LTR_retrotransposon	35000000.0	12	115872	11.587200000000001
SODLb	chr7	Ty3_LTR_retrotransposon	36000000.0	4	39227	3.9227
SODLb	chr7	Ty3_LTR_retrotransposon	37000000.0	5	45968	4.5968
SODLb	chr7	Ty3_LTR_retrotransposon	38000000.0	6	51941	5.1941
SODLb	chr7	Ty3_LTR_retrotransposon	39000000.0	7	77351	7.7351
SODLb	chr7	Ty3_LTR_retrotransposon	40000000.0	5	56156	5.6156
SODLb	chr7	Ty3_LTR_retrotransposon	41000000.0	16	161821	16.1821
SODLb	chr7	Ty3_LTR_retrotransposon	42000000.0	7	73333	7.3332999999999995
SODLb	chr7	Ty3_LTR_retrotransposon	43000000.0	14	142117	14.211699999999999
SODLb	chr7	Ty3_LTR_retrotransposon	44000000.0	13	150253	15.0253
SODLb	chr7	Ty3_LTR_retrotransposon	45000000.0	7	71850	7.185
SODLb	chr7	Ty3_LTR_retrotransposon	46000000.0	7	90316	9.0316
SODLb	chr7	Ty3_LTR_retrotransposon	47000000.0	7	68191	6.819100000000001
SODLb	chr7	Ty3_LTR_retrotransposon	48000000.0	8	78886	7.888599999999999
SODLb	chr7	Ty3_LTR_retrotransposon	49000000.0	4	37870	3.787
SODLb	chr7	Ty3_LTR_retrotransposon	50000000.0	4	45804	4.5804
SODLb	chr7	Ty3_LTR_retrotransposon	51000000.0	8	84385	8.4385
SODLb	chr7	Ty3_LTR_retrotransposon	52000000.0	8	78039	7.8039
SODLb	chr7	Ty3_LTR_retrotransposon	53000000.0	8	74418	7.4418
SODLb	chr7	Ty3_LTR_retrotransposon	54000000.0	10	95158	9.5158
SODLb	chr7	Ty3_LTR_retrotransposon	55000000.0	5	47308	4.7308
SODLb	chr7	Ty3_LTR_retrotransposon	56000000.0	4	36405	3.6405
SODLb	chr7	Ty3_LTR_retrotransposon	57000000.0	10	98991	9.899099999999999
SODLb	chr7	Ty3_LTR_retrotransposon	58000000.0	3	32081	3.2081
SODLb	chr7	Ty3_LTR_retrotransposon	59000000.0	11	109896	10.9896
SODLb	chr7	Ty3_LTR_retrotransposon	60000000.0	11	112191	11.2191
SODLb	chr7	Ty3_LTR_retrotransposon	61000000.0	7	64154	6.4154
SODLb	chr7	Ty3_LTR_retrotransposon	62000000.0	7	83664	8.3664
SODLb	chr7	Ty3_LTR_retrotransposon	63000000.0	8	71513	7.151299999999999
SODLb	chr7	Ty3_LTR_retrotransposon	64000000.0	7	69267	6.926699999999999
SODLb	chr7	Ty3_LTR_retrotransposon	65000000.0	6	54570	5.457
SODLb	chr7	Ty3_LTR_retrotransposon	66000000.0	4	39873	3.9873
SODLb	chr7	Ty3_LTR_retrotransposon	67000000.0	6	53281	5.3281
SODLb	chr7	Ty3_LTR_retrotransposon	68000000.0	8	70467	7.0467
SODLb	chr7	Ty3_LTR_retrotransposon	69000000.0	3	28543	2.8543
SODLb	chr7	Ty3_LTR_retrotransposon	70000000.0	1	9398	1.3061939276853904
