## window/bin size 1000000 bp
## assemblyID	chromID	featureID	timeID	chromStartPosition	specificTECount	teCount	totalTELenPerWindow	percentWindow	averageTime	specificTimeTEPercent
## Time units are in millions of years
SODLb	chr7	Mutator_TIR_transposon	0_5	69000000.0	11	241	61999	6.1998999999999995	3.859910581222058	0.2966
SODLb	chr7	Mutator_TIR_transposon	0_5	70000000.0	7	117	148926	20.698684493985365	3.1498829039812657	0.28589496799838776
SODLb	chr7	Mutator_TIR_transposon	6_10	0.0	10	13	4164	0.4164	9.590163934426227	0.3498
SODLb	chr7	Mutator_TIR_transposon	6_10	1000000.0	11	15	464962	46.4962	9.605067064083457	0.3532
SODLb	chr7	Mutator_TIR_transposon	6_10	2000000.0	0	3	683170	68.31700000000001	0	0.0
SODLb	chr7	Mutator_TIR_transposon	6_10	3000000.0	8	111	350997	35.0997	9.231557377049178	0.186
SODLb	chr7	Mutator_TIR_transposon	6_10	4000000.0	27	196	53760	5.376	8.290831815421976	0.7302000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	5000000.0	26	193	47953	4.7953	8.7484237074401	0.5497
SODLb	chr7	Mutator_TIR_transposon	6_10	6000000.0	32	134	31739	3.1739	8.486168032786884	0.7255
SODLb	chr7	Mutator_TIR_transposon	6_10	7000000.0	27	163	45830	4.583	9.435336976320583	0.7081
SODLb	chr7	Mutator_TIR_transposon	6_10	8000000.0	30	163	47425	4.742500000000001	8.696721311475407	1.076
SODLb	chr7	Mutator_TIR_transposon	6_10	9000000.0	24	116	33593	3.3592999999999997	9.118852459016393	0.8574999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	10000000.0	31	146	40214	4.0214	8.506081438392384	0.7678
SODLb	chr7	Mutator_TIR_transposon	6_10	11000000.0	20	107	30394	3.0394	8.774590163934423	0.6465000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	12000000.0	26	118	28619	2.8619	8.83669609079445	0.6765
SODLb	chr7	Mutator_TIR_transposon	6_10	13000000.0	26	149	59894	5.9894	8.846153846153843	0.7688
SODLb	chr7	Mutator_TIR_transposon	6_10	14000000.0	19	110	34724	3.4724	9.171699741156168	0.5727
SODLb	chr7	Mutator_TIR_transposon	6_10	15000000.0	17	104	27626	2.7626	8.457087753134038	0.5801999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	16000000.0	16	117	38253	3.8253000000000004	8.299180327868852	0.9378
SODLb	chr7	Mutator_TIR_transposon	6_10	17000000.0	15	129	32076	3.2076000000000002	8.628415300546447	0.3604
SODLb	chr7	Mutator_TIR_transposon	6_10	18000000.0	25	146	43951	4.395099999999999	8.727868852459013	0.8352
SODLb	chr7	Mutator_TIR_transposon	6_10	19000000.0	30	143	41427	4.1427	8.273224043715848	0.8919
SODLb	chr7	Mutator_TIR_transposon	6_10	20000000.0	22	161	50495	5.0495	8.751862891207153	0.6447999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	21000000.0	20	127	36578	3.6578	8.258196721311474	0.45199999999999996
SODLb	chr7	Mutator_TIR_transposon	6_10	22000000.0	18	128	35008	3.5008	8.419854280510016	0.48260000000000003
SODLb	chr7	Mutator_TIR_transposon	6_10	23000000.0	20	124	40663	4.0663	8.754098360655735	0.7465
SODLb	chr7	Mutator_TIR_transposon	6_10	24000000.0	8	70	19577	1.9577	9.334016393442623	0.24130000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	25000000.0	18	107	29422	2.9422	8.761384335154826	0.5505
SODLb	chr7	Mutator_TIR_transposon	6_10	26000000.0	20	134	37806	3.7805999999999997	8.557377049180328	0.5143
SODLb	chr7	Mutator_TIR_transposon	6_10	27000000.0	17	113	34407	3.4407	9.161041465766637	0.5455
SODLb	chr7	Mutator_TIR_transposon	6_10	28000000.0	15	109	32234	3.2234	8.524590163934423	0.4066
SODLb	chr7	Mutator_TIR_transposon	6_10	29000000.0	30	127	34164	3.4164	8.333333333333332	0.9018999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	30000000.0	16	120	34607	3.4607	8.478483606557376	0.47819999999999996
SODLb	chr7	Mutator_TIR_transposon	6_10	31000000.0	20	125	34839	3.4839	9.114754098360656	0.5710999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	32000000.0	9	113	27444	2.7444	8.979963570127502	0.24750000000000003
SODLb	chr7	Mutator_TIR_transposon	6_10	33000000.0	22	106	26952	2.6952	8.148286140089414	0.47359999999999997
SODLb	chr7	Mutator_TIR_transposon	6_10	34000000.0	20	108	27661	2.7661000000000002	8.663934426229506	0.44200000000000006
SODLb	chr7	Mutator_TIR_transposon	6_10	35000000.0	14	86	27564	2.7564	8.770491803278688	0.5978
SODLb	chr7	Mutator_TIR_transposon	6_10	36000000.0	10	126	77338	7.7338000000000005	9.754098360655735	0.36970000000000003
SODLb	chr7	Mutator_TIR_transposon	6_10	37000000.0	15	128	73883	7.3883	9.792349726775956	0.8437999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	38000000.0	21	148	73984	7.3984	9.430132708821233	1.3847
SODLb	chr7	Mutator_TIR_transposon	6_10	39000000.0	10	132	99340	9.934	9.762295081967212	0.49979999999999997
SODLb	chr7	Mutator_TIR_transposon	6_10	40000000.0	5	107	42915	4.2915	9.344262295081965	0.15610000000000002
SODLb	chr7	Mutator_TIR_transposon	6_10	41000000.0	22	129	33716	3.3716000000000004	8.498509687034273	0.51
SODLb	chr7	Mutator_TIR_transposon	6_10	42000000.0	16	130	38510	3.8510000000000004	8.796106557377048	0.3108
SODLb	chr7	Mutator_TIR_transposon	6_10	43000000.0	12	113	34446	3.4446	8.654371584699451	0.2278
SODLb	chr7	Mutator_TIR_transposon	6_10	44000000.0	31	151	38990	3.8989999999999996	8.461131676361711	0.8329
SODLb	chr7	Mutator_TIR_transposon	6_10	45000000.0	16	122	34819	3.4819000000000004	8.406762295081965	0.5927
SODLb	chr7	Mutator_TIR_transposon	6_10	46000000.0	19	145	39021	3.9021	8.666954270923208	0.544
SODLb	chr7	Mutator_TIR_transposon	6_10	47000000.0	8	113	34099	3.4099	8.473360655737704	0.1588
SODLb	chr7	Mutator_TIR_transposon	6_10	48000000.0	22	133	37475	3.7475	8.550670640834575	0.5854
SODLb	chr7	Mutator_TIR_transposon	6_10	49000000.0	9	113	34071	3.4071	9.143897996357012	0.234
SODLb	chr7	Mutator_TIR_transposon	6_10	50000000.0	14	136	38376	3.8376	9.279859484777516	0.4437
SODLb	chr7	Mutator_TIR_transposon	6_10	51000000.0	15	106	33477	3.3477	8.885245901639342	0.7694000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	52000000.0	14	121	35815	3.5815	8.752927400468383	0.5474
SODLb	chr7	Mutator_TIR_transposon	6_10	53000000.0	18	118	33548	3.3548	8.37887067395264	0.45890000000000003
SODLb	chr7	Mutator_TIR_transposon	6_10	54000000.0	23	137	39483	3.9482999999999997	8.799002138275124	0.5989
SODLb	chr7	Mutator_TIR_transposon	6_10	55000000.0	20	154	47992	4.7992	8.094262295081965	0.7333000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	56000000.0	19	125	36787	3.6787	8.45125107851596	0.45570000000000005
SODLb	chr7	Mutator_TIR_transposon	6_10	57000000.0	15	106	32362	3.2362	8.491803278688522	0.8463
SODLb	chr7	Mutator_TIR_transposon	6_10	58000000.0	21	124	42215	4.221500000000001	9.238875878220139	1.0525
SODLb	chr7	Mutator_TIR_transposon	6_10	59000000.0	25	114	35426	3.5425999999999997	8.891803278688524	1.0394999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	60000000.0	18	125	36637	3.6637000000000004	8.474499089253186	0.7611
SODLb	chr7	Mutator_TIR_transposon	6_10	61000000.0	18	129	36771	3.6771	8.642987249544625	0.5999
SODLb	chr7	Mutator_TIR_transposon	6_10	62000000.0	34	148	43926	4.3926	8.510125361620057	1.3992
SODLb	chr7	Mutator_TIR_transposon	6_10	63000000.0	29	160	43299	4.329899999999999	9.228377614471452	0.7085
SODLb	chr7	Mutator_TIR_transposon	6_10	64000000.0	19	139	38500	3.85	8.42536669542709	0.6001000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	65000000.0	24	168	47341	4.7341	9.033469945355192	0.7109
SODLb	chr7	Mutator_TIR_transposon	6_10	66000000.0	47	202	60169	6.0169	8.763515870247641	1.545
SODLb	chr7	Mutator_TIR_transposon	6_10	67000000.0	26	173	49852	4.9852	9.107818411097098	0.9764999999999999
SODLb	chr7	Mutator_TIR_transposon	6_10	68000000.0	45	274	68462	6.8462	8.50455373406193	1.1733
SODLb	chr7	Mutator_TIR_transposon	6_10	69000000.0	50	241	61999	6.1998999999999995	8.63934426229508	1.6257000000000001
SODLb	chr7	Mutator_TIR_transposon	6_10	70000000.0	18	117	148926	20.698684493985365	9.030054644808741	0.6264115803445472
SODLb	chr7	Mutator_TIR_transposon	11_15	0.0	0	13	4164	0.4164	0	0.0
SODLb	chr7	Mutator_TIR_transposon	11_15	1000000.0	2	15	464962	46.4962	14.262295081967217	46.0986
SODLb	chr7	Mutator_TIR_transposon	11_15	2000000.0	3	3	683170	68.31700000000001	13.9344262295082	68.31700000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	3000000.0	45	111	350997	35.0997	13.573770491803286	33.1357
SODLb	chr7	Mutator_TIR_transposon	11_15	4000000.0	60	196	53760	5.376	14.112021857923496	1.8505
SODLb	chr7	Mutator_TIR_transposon	11_15	5000000.0	56	193	47953	4.7953	13.662177985948476	1.6596
SODLb	chr7	Mutator_TIR_transposon	11_15	6000000.0	46	134	31739	3.1739	13.383820384889521	1.0728
SODLb	chr7	Mutator_TIR_transposon	11_15	7000000.0	48	163	45830	4.583	13.468237704918032	1.5714
SODLb	chr7	Mutator_TIR_transposon	11_15	8000000.0	60	163	47425	4.742500000000001	13.812841530054651	1.7711000000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	9000000.0	28	116	33593	3.3592999999999997	13.594847775175648	0.6029
SODLb	chr7	Mutator_TIR_transposon	11_15	10000000.0	38	146	40214	4.0214	14.072476272648833	1.0748
SODLb	chr7	Mutator_TIR_transposon	11_15	11000000.0	22	107	30394	3.0394	13.90834575260805	0.5578
SODLb	chr7	Mutator_TIR_transposon	11_15	12000000.0	34	118	28619	2.8619	14.322565091610413	0.8455
SODLb	chr7	Mutator_TIR_transposon	11_15	13000000.0	47	149	59894	5.9894	13.592605510987095	2.8394
SODLb	chr7	Mutator_TIR_transposon	11_15	14000000.0	29	110	34724	3.4724	13.903335217637084	1.0293
SODLb	chr7	Mutator_TIR_transposon	11_15	15000000.0	20	104	27626	2.7626	13.672131147540984	0.5961
SODLb	chr7	Mutator_TIR_transposon	11_15	16000000.0	27	117	38253	3.8253000000000004	14.423193685488767	0.7981999999999999
SODLb	chr7	Mutator_TIR_transposon	11_15	17000000.0	32	129	32076	3.2076000000000002	14.18545081967213	0.8752
SODLb	chr7	Mutator_TIR_transposon	11_15	18000000.0	20	146	43951	4.395099999999999	14.331967213114755	0.6229
SODLb	chr7	Mutator_TIR_transposon	11_15	19000000.0	28	143	41427	4.1427	13.89929742388759	0.7401
SODLb	chr7	Mutator_TIR_transposon	11_15	20000000.0	37	161	50495	5.0495	13.958794860434207	1.1927
SODLb	chr7	Mutator_TIR_transposon	11_15	21000000.0	33	127	36578	3.6578	14.324391455538995	0.9045
SODLb	chr7	Mutator_TIR_transposon	11_15	22000000.0	36	128	35008	3.5008	13.857012750455372	0.9529
SODLb	chr7	Mutator_TIR_transposon	11_15	23000000.0	26	124	40663	4.0663	14.063682219419926	0.6758
SODLb	chr7	Mutator_TIR_transposon	11_15	24000000.0	14	70	19577	1.9577	13.946135831381735	0.3928
SODLb	chr7	Mutator_TIR_transposon	11_15	25000000.0	30	107	29422	2.9422	14.251366120218579	0.7806
SODLb	chr7	Mutator_TIR_transposon	11_15	26000000.0	25	134	37806	3.7805999999999997	13.944262295081964	0.622
SODLb	chr7	Mutator_TIR_transposon	11_15	27000000.0	27	113	34407	3.4407	14.12871888281724	0.8059999999999999
SODLb	chr7	Mutator_TIR_transposon	11_15	28000000.0	19	109	32234	3.2234	13.964624676445208	0.7033
SODLb	chr7	Mutator_TIR_transposon	11_15	29000000.0	28	127	34164	3.4164	14.77166276346604	0.814
SODLb	chr7	Mutator_TIR_transposon	11_15	30000000.0	20	120	34607	3.4607	13.504098360655737	0.6967
SODLb	chr7	Mutator_TIR_transposon	11_15	31000000.0	36	125	34839	3.4839	14.209927140255008	1.2229
SODLb	chr7	Mutator_TIR_transposon	11_15	32000000.0	25	113	27444	2.7444	14.30819672131147	0.619
SODLb	chr7	Mutator_TIR_transposon	11_15	33000000.0	14	106	26952	2.6952	14.502341920374707	0.4273
SODLb	chr7	Mutator_TIR_transposon	11_15	34000000.0	12	108	27661	2.7661000000000002	15.204918032786885	0.40819999999999995
SODLb	chr7	Mutator_TIR_transposon	11_15	35000000.0	15	86	27564	2.7564	13.191256830601095	0.5564
SODLb	chr7	Mutator_TIR_transposon	11_15	36000000.0	61	126	77338	7.7338000000000005	14.669443697930665	4.7396
SODLb	chr7	Mutator_TIR_transposon	11_15	37000000.0	71	128	73883	7.3883	14.251904871854075	4.778700000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	38000000.0	86	148	73984	7.3984	14.277544796035077	4.4095
SODLb	chr7	Mutator_TIR_transposon	11_15	39000000.0	78	132	99340	9.934	14.263345943673817	7.9595
SODLb	chr7	Mutator_TIR_transposon	11_15	40000000.0	31	107	42915	4.2915	14.79375991538868	1.9463000000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	41000000.0	17	129	33716	3.3716000000000004	13.958534233365482	0.5049
SODLb	chr7	Mutator_TIR_transposon	11_15	42000000.0	30	130	38510	3.8510000000000004	14.352459016393443	0.8380000000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	43000000.0	16	113	34446	3.4446	14.031762295081968	0.5357999999999999
SODLb	chr7	Mutator_TIR_transposon	11_15	44000000.0	34	151	38990	3.8989999999999996	14.22854387656702	0.8619
SODLb	chr7	Mutator_TIR_transposon	11_15	45000000.0	20	122	34819	3.4819000000000004	14.348360655737704	0.4818
SODLb	chr7	Mutator_TIR_transposon	11_15	46000000.0	33	145	39021	3.9021	14.185295578738197	0.915
SODLb	chr7	Mutator_TIR_transposon	11_15	47000000.0	23	113	34099	3.4099	14.109052031361367	0.9386
SODLb	chr7	Mutator_TIR_transposon	11_15	48000000.0	31	133	37475	3.7475	14.3204653622422	0.9421999999999999
SODLb	chr7	Mutator_TIR_transposon	11_15	49000000.0	17	113	34071	3.4071	14.28640308582449	0.5142
SODLb	chr7	Mutator_TIR_transposon	11_15	50000000.0	22	136	38376	3.8376	13.587928464977647	0.7179
SODLb	chr7	Mutator_TIR_transposon	11_15	51000000.0	29	106	33477	3.3477	14.409270774448842	0.8925000000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	52000000.0	25	121	35815	3.5815	13.60327868852459	0.8857
SODLb	chr7	Mutator_TIR_transposon	11_15	53000000.0	24	118	33548	3.3548	13.978825136612024	0.634
SODLb	chr7	Mutator_TIR_transposon	11_15	54000000.0	35	137	39483	3.9482999999999997	14.341920374707257	1.0657
SODLb	chr7	Mutator_TIR_transposon	11_15	55000000.0	35	154	47992	4.7992	14.070257611241221	1.2807000000000002
SODLb	chr7	Mutator_TIR_transposon	11_15	56000000.0	37	125	36787	3.6787	13.872396987151086	1.0292000000000001
SODLb	chr7	Mutator_TIR_transposon	11_15	57000000.0	25	106	32362	3.2362	14.118032786885248	0.6627
SODLb	chr7	Mutator_TIR_transposon	11_15	58000000.0	29	124	42215	4.221500000000001	13.284341435839456	0.8345
SODLb	chr7	Mutator_TIR_transposon	11_15	59000000.0	22	114	35426	3.5425999999999997	14.053651266766023	0.5046
SODLb	chr7	Mutator_TIR_transposon	11_15	60000000.0	28	125	36637	3.6637000000000004	14.171545667447308	0.7357
SODLb	chr7	Mutator_TIR_transposon	11_15	61000000.0	49	129	36771	3.6771	13.69187019069923	1.4272
SODLb	chr7	Mutator_TIR_transposon	11_15	62000000.0	40	148	43926	4.3926	13.3094262295082	0.8829
SODLb	chr7	Mutator_TIR_transposon	11_15	63000000.0	37	160	43299	4.329899999999999	14.133805937084626	1.0096
SODLb	chr7	Mutator_TIR_transposon	11_15	64000000.0	41	139	38500	3.85	13.650539784086362	1.2533
SODLb	chr7	Mutator_TIR_transposon	11_15	65000000.0	52	168	47341	4.7341	13.764186633039095	1.5467
SODLb	chr7	Mutator_TIR_transposon	11_15	66000000.0	62	202	60169	6.0169	13.52855631940772	1.9371
SODLb	chr7	Mutator_TIR_transposon	11_15	67000000.0	53	173	49852	4.9852	13.974636560470149	1.4873
SODLb	chr7	Mutator_TIR_transposon	11_15	68000000.0	68	274	68462	6.8462	14.012777242044358	1.5062
SODLb	chr7	Mutator_TIR_transposon	11_15	69000000.0	71	241	61999	6.1998999999999995	13.847841145232044	1.8848
SODLb	chr7	Mutator_TIR_transposon	11_15	70000000.0	29	117	148926	20.698684493985365	14.169022046353874	17.89727517216937
SODLb	chr7	Mutator_TIR_transposon	16_20	0.0	0	13	4164	0.4164	0	0.0
SODLb	chr7	Mutator_TIR_transposon	16_20	1000000.0	0	15	464962	46.4962	0	0.0
SODLb	chr7	Mutator_TIR_transposon	16_20	2000000.0	0	3	683170	68.31700000000001	0	0.0
SODLb	chr7	Mutator_TIR_transposon	16_20	3000000.0	40	111	350997	35.0997	18.809426229508194	0.9162999999999999
SODLb	chr7	Mutator_TIR_transposon	16_20	4000000.0	75	196	53760	5.376	18.568306010928953	1.7410999999999999
SODLb	chr7	Mutator_TIR_transposon	16_20	5000000.0	78	193	47953	4.7953	18.13997477931904	1.7113
SODLb	chr7	Mutator_TIR_transposon	16_20	6000000.0	42	134	31739	3.1739	17.999609679937546	1.0132999999999999
SODLb	chr7	Mutator_TIR_transposon	16_20	7000000.0	50	163	45830	4.583	18.844262295081958	1.2539
SODLb	chr7	Mutator_TIR_transposon	16_20	8000000.0	58	163	47425	4.742500000000001	18.45958168456755	1.3408
SODLb	chr7	Mutator_TIR_transposon	16_20	9000000.0	42	116	33593	3.3592999999999997	18.36260733801717	0.9567000000000001
SODLb	chr7	Mutator_TIR_transposon	16_20	10000000.0	59	146	40214	4.0214	18.80800222283968	1.7397
SODLb	chr7	Mutator_TIR_transposon	16_20	11000000.0	52	107	30394	3.0394	18.554539722572507	1.2771
SODLb	chr7	Mutator_TIR_transposon	16_20	12000000.0	48	118	28619	2.8619	18.16598360655738	1.0234999999999999
SODLb	chr7	Mutator_TIR_transposon	16_20	13000000.0	50	149	59894	5.9894	18.39180327868852	1.5084
SODLb	chr7	Mutator_TIR_transposon	16_20	14000000.0	43	110	34724	3.4724	18.65230651925276	1.2101000000000002
SODLb	chr7	Mutator_TIR_transposon	16_20	15000000.0	56	104	27626	2.7626	18.452868852459012	1.3604
SODLb	chr7	Mutator_TIR_transposon	16_20	16000000.0	55	117	38253	3.8253000000000004	18.28464977645305	1.4745
SODLb	chr7	Mutator_TIR_transposon	16_20	17000000.0	62	129	32076	3.2076000000000002	18.207297726070856	1.5399
SODLb	chr7	Mutator_TIR_transposon	16_20	18000000.0	78	146	43951	4.395099999999999	18.633879781420767	2.0286999999999997
SODLb	chr7	Mutator_TIR_transposon	16_20	19000000.0	59	143	41427	4.1427	18.430119477632672	1.482
SODLb	chr7	Mutator_TIR_transposon	16_20	20000000.0	74	161	50495	5.0495	18.403854674346473	2.0486
SODLb	chr7	Mutator_TIR_transposon	16_20	21000000.0	54	127	36578	3.6578	18.51396478445659	1.6148
