## window/bin size 1000000 bp
## assemblyID	chromID	featureID	chromStartPosition	teCount	totalTELenPerWindow	percentWindow
SODLb	chr7	Mutator_TIR_transposon	68000000.0	274	68462	6.8462
SODLb	chr7	Mutator_TIR_transposon	69000000.0	241	61999	6.1998999999999995
SODLb	chr7	Mutator_TIR_transposon	70000000.0	117	148926	20.698684493985365
SODLb	chr7	CACTA_TIR_transposon	0.0	48	6116	0.6116
SODLb	chr7	CACTA_TIR_transposon	1000000.0	7	1877	0.1877
SODLb	chr7	CACTA_TIR_transposon	2000000.0	0	0	0.0
SODLb	chr7	CACTA_TIR_transposon	3000000.0	95	31329	3.1329000000000002
SODLb	chr7	CACTA_TIR_transposon	4000000.0	136	42175	4.217499999999999
SODLb	chr7	CACTA_TIR_transposon	5000000.0	78	20315	2.0315
SODLb	chr7	CACTA_TIR_transposon	6000000.0	99	39880	3.988
SODLb	chr7	CACTA_TIR_transposon	7000000.0	79	20163	2.0163
SODLb	chr7	CACTA_TIR_transposon	8000000.0	78	22392	2.2392
SODLb	chr7	CACTA_TIR_transposon	9000000.0	84	28565	2.8565
SODLb	chr7	CACTA_TIR_transposon	10000000.0	83	22008	2.2008
SODLb	chr7	CACTA_TIR_transposon	11000000.0	107	42931	4.2931
SODLb	chr7	CACTA_TIR_transposon	12000000.0	95	29625	2.9625
SODLb	chr7	CACTA_TIR_transposon	13000000.0	114	48913	4.8913
SODLb	chr7	CACTA_TIR_transposon	14000000.0	136	52370	5.237
SODLb	chr7	CACTA_TIR_transposon	15000000.0	96	32168	3.2168
SODLb	chr7	CACTA_TIR_transposon	16000000.0	85	21618	2.1618
SODLb	chr7	CACTA_TIR_transposon	17000000.0	125	36035	3.6035
SODLb	chr7	CACTA_TIR_transposon	18000000.0	120	39493	3.9493
SODLb	chr7	CACTA_TIR_transposon	19000000.0	94	27302	2.7302
SODLb	chr7	CACTA_TIR_transposon	20000000.0	113	35366	3.5366
SODLb	chr7	CACTA_TIR_transposon	21000000.0	94	25392	2.5392
SODLb	chr7	CACTA_TIR_transposon	22000000.0	111	42181	4.218100000000001
SODLb	chr7	CACTA_TIR_transposon	23000000.0	124	40012	4.0012
SODLb	chr7	CACTA_TIR_transposon	24000000.0	70	19341	1.9341000000000002
SODLb	chr7	CACTA_TIR_transposon	25000000.0	114	34557	3.4556999999999998
SODLb	chr7	CACTA_TIR_transposon	26000000.0	107	31510	3.1510000000000002
SODLb	chr7	CACTA_TIR_transposon	27000000.0	116	43875	4.387499999999999
SODLb	chr7	CACTA_TIR_transposon	28000000.0	98	30634	3.0634
SODLb	chr7	CACTA_TIR_transposon	29000000.0	100	35002	3.5002
SODLb	chr7	CACTA_TIR_transposon	30000000.0	95	25041	2.5041
SODLb	chr7	CACTA_TIR_transposon	31000000.0	95	31195	3.1195
SODLb	chr7	CACTA_TIR_transposon	32000000.0	93	28509	2.8508999999999998
SODLb	chr7	CACTA_TIR_transposon	33000000.0	88	26141	2.6141
SODLb	chr7	CACTA_TIR_transposon	34000000.0	82	26623	2.6623
SODLb	chr7	CACTA_TIR_transposon	35000000.0	91	30158	3.0158
SODLb	chr7	CACTA_TIR_transposon	36000000.0	49	13380	1.3379999999999999
SODLb	chr7	CACTA_TIR_transposon	37000000.0	35	9824	0.9823999999999999
SODLb	chr7	CACTA_TIR_transposon	38000000.0	40	10856	1.0856
SODLb	chr7	CACTA_TIR_transposon	39000000.0	51	12310	1.2309999999999999
SODLb	chr7	CACTA_TIR_transposon	40000000.0	87	22744	2.2744
SODLb	chr7	CACTA_TIR_transposon	41000000.0	117	32523	3.2523000000000004
SODLb	chr7	CACTA_TIR_transposon	42000000.0	97	24084	2.4084000000000003
SODLb	chr7	CACTA_TIR_transposon	43000000.0	80	26488	2.6488
SODLb	chr7	CACTA_TIR_transposon	44000000.0	115	34232	3.4232
SODLb	chr7	CACTA_TIR_transposon	45000000.0	102	35771	3.5770999999999997
SODLb	chr7	CACTA_TIR_transposon	46000000.0	123	34875	3.4875000000000003
SODLb	chr7	CACTA_TIR_transposon	47000000.0	142	45886	4.5886000000000005
SODLb	chr7	CACTA_TIR_transposon	48000000.0	98	33087	3.3087
SODLb	chr7	CACTA_TIR_transposon	49000000.0	135	37765	3.7765
SODLb	chr7	CACTA_TIR_transposon	50000000.0	120	32613	3.2613000000000003
SODLb	chr7	CACTA_TIR_transposon	51000000.0	94	29385	2.9385000000000003
SODLb	chr7	CACTA_TIR_transposon	52000000.0	117	41094	4.1094
SODLb	chr7	CACTA_TIR_transposon	53000000.0	89	26039	2.6039
SODLb	chr7	CACTA_TIR_transposon	54000000.0	135	53881	5.3881
SODLb	chr7	CACTA_TIR_transposon	55000000.0	130	39912	3.9912
SODLb	chr7	CACTA_TIR_transposon	56000000.0	103	32158	3.2157999999999998
SODLb	chr7	CACTA_TIR_transposon	57000000.0	93	34440	3.444
SODLb	chr7	CACTA_TIR_transposon	58000000.0	134	73047	7.3047
SODLb	chr7	CACTA_TIR_transposon	59000000.0	123	47458	4.7458
SODLb	chr7	CACTA_TIR_transposon	60000000.0	108	35918	3.5917999999999997
SODLb	chr7	CACTA_TIR_transposon	61000000.0	108	44332	4.4332
SODLb	chr7	CACTA_TIR_transposon	62000000.0	101	31833	3.1833
SODLb	chr7	CACTA_TIR_transposon	63000000.0	95	34500	3.45
SODLb	chr7	CACTA_TIR_transposon	64000000.0	63	19693	1.9692999999999998
SODLb	chr7	CACTA_TIR_transposon	65000000.0	92	24884	2.4884
SODLb	chr7	CACTA_TIR_transposon	66000000.0	95	28214	2.8214
SODLb	chr7	CACTA_TIR_transposon	67000000.0	102	35760	3.576
SODLb	chr7	CACTA_TIR_transposon	68000000.0	108	29322	2.9322
SODLb	chr7	CACTA_TIR_transposon	69000000.0	94	34067	3.4067
SODLb	chr7	CACTA_TIR_transposon	70000000.0	30	5412	0.7521942473540469
SODLb	chr7	Tc1_Mariner_TIR_transposon	0.0	0	0	0.0
SODLb	chr7	Tc1_Mariner_TIR_transposon	1000000.0	0	0	0.0
SODLb	chr7	Tc1_Mariner_TIR_transposon	2000000.0	1	91	0.0091
SODLb	chr7	Tc1_Mariner_TIR_transposon	3000000.0	4	505	0.0505
SODLb	chr7	Tc1_Mariner_TIR_transposon	4000000.0	5	2712	0.2712
SODLb	chr7	Tc1_Mariner_TIR_transposon	5000000.0	4	622	0.062200000000000005
SODLb	chr7	Tc1_Mariner_TIR_transposon	6000000.0	8	4732	0.4732
SODLb	chr7	Tc1_Mariner_TIR_transposon	7000000.0	7	2621	0.2621
SODLb	chr7	Tc1_Mariner_TIR_transposon	8000000.0	5	3867	0.38670000000000004
SODLb	chr7	Tc1_Mariner_TIR_transposon	9000000.0	5	618	0.061799999999999994
SODLb	chr7	Tc1_Mariner_TIR_transposon	10000000.0	4	1566	0.1566
SODLb	chr7	Tc1_Mariner_TIR_transposon	11000000.0	5	3032	0.3032
SODLb	chr7	Tc1_Mariner_TIR_transposon	12000000.0	3	1128	0.11280000000000001
SODLb	chr7	Tc1_Mariner_TIR_transposon	13000000.0	8	6348	0.6348
SODLb	chr7	Tc1_Mariner_TIR_transposon	14000000.0	2	319	0.0319
SODLb	chr7	Tc1_Mariner_TIR_transposon	15000000.0	4	517	0.051699999999999996
SODLb	chr7	Tc1_Mariner_TIR_transposon	16000000.0	2	1514	0.1514
SODLb	chr7	Tc1_Mariner_TIR_transposon	17000000.0	4	956	0.0956
SODLb	chr7	Tc1_Mariner_TIR_transposon	18000000.0	5	2934	0.2934
SODLb	chr7	Tc1_Mariner_TIR_transposon	19000000.0	6	3819	0.3819
SODLb	chr7	Tc1_Mariner_TIR_transposon	20000000.0	5	696	0.0696
SODLb	chr7	Tc1_Mariner_TIR_transposon	21000000.0	3	2741	0.2741
SODLb	chr7	Tc1_Mariner_TIR_transposon	22000000.0	2	680	0.068
SODLb	chr7	Tc1_Mariner_TIR_transposon	23000000.0	9	2521	0.2521
SODLb	chr7	Tc1_Mariner_TIR_transposon	24000000.0	2	367	0.036699999999999997
SODLb	chr7	Tc1_Mariner_TIR_transposon	25000000.0	6	7159	0.7159000000000001
SODLb	chr7	Tc1_Mariner_TIR_transposon	26000000.0	3	1656	0.1656
SODLb	chr7	Tc1_Mariner_TIR_transposon	27000000.0	3	756	0.0756
SODLb	chr7	Tc1_Mariner_TIR_transposon	28000000.0	5	3318	0.33180000000000004
SODLb	chr7	Tc1_Mariner_TIR_transposon	29000000.0	5	3675	0.3675
SODLb	chr7	Tc1_Mariner_TIR_transposon	30000000.0	2	211	0.0211
SODLb	chr7	Tc1_Mariner_TIR_transposon	31000000.0	3	716	0.0716
SODLb	chr7	Tc1_Mariner_TIR_transposon	32000000.0	3	1794	0.1794
SODLb	chr7	Tc1_Mariner_TIR_transposon	33000000.0	2	668	0.0668
SODLb	chr7	Tc1_Mariner_TIR_transposon	34000000.0	0	0	0.0
SODLb	chr7	Tc1_Mariner_TIR_transposon	35000000.0	2	203	0.0203
SODLb	chr7	Tc1_Mariner_TIR_transposon	36000000.0	2	240	0.024
SODLb	chr7	Tc1_Mariner_TIR_transposon	37000000.0	3	461	0.046099999999999995
SODLb	chr7	Tc1_Mariner_TIR_transposon	38000000.0	1	154	0.0154
SODLb	chr7	Tc1_Mariner_TIR_transposon	39000000.0	2	285	0.028499999999999998
SODLb	chr7	Tc1_Mariner_TIR_transposon	40000000.0	1	1808	0.1808
SODLb	chr7	Tc1_Mariner_TIR_transposon	41000000.0	2	1884	0.1884
SODLb	chr7	Tc1_Mariner_TIR_transposon	42000000.0	2	1822	0.1822
SODLb	chr7	Tc1_Mariner_TIR_transposon	43000000.0	6	3040	0.304
SODLb	chr7	Tc1_Mariner_TIR_transposon	44000000.0	3	1436	0.1436
SODLb	chr7	Tc1_Mariner_TIR_transposon	45000000.0	4	1506	0.15059999999999998
SODLb	chr7	Tc1_Mariner_TIR_transposon	46000000.0	3	2197	0.2197
SODLb	chr7	Tc1_Mariner_TIR_transposon	47000000.0	7	2858	0.2858
SODLb	chr7	Tc1_Mariner_TIR_transposon	48000000.0	5	2934	0.2934
SODLb	chr7	Tc1_Mariner_TIR_transposon	49000000.0	7	6095	0.6094999999999999
SODLb	chr7	Tc1_Mariner_TIR_transposon	50000000.0	3	942	0.0942
SODLb	chr7	Tc1_Mariner_TIR_transposon	51000000.0	4	3595	0.3595
SODLb	chr7	Tc1_Mariner_TIR_transposon	52000000.0	6	4248	0.4248
SODLb	chr7	Tc1_Mariner_TIR_transposon	53000000.0	2	171	0.0171
SODLb	chr7	Tc1_Mariner_TIR_transposon	54000000.0	2	1910	0.191
SODLb	chr7	Tc1_Mariner_TIR_transposon	55000000.0	8	7787	0.7787
SODLb	chr7	Tc1_Mariner_TIR_transposon	56000000.0	8	8242	0.8241999999999999
SODLb	chr7	Tc1_Mariner_TIR_transposon	57000000.0	7	2634	0.2634
SODLb	chr7	Tc1_Mariner_TIR_transposon	58000000.0	7	2768	0.2768
SODLb	chr7	Tc1_Mariner_TIR_transposon	59000000.0	6	3820	0.382
SODLb	chr7	Tc1_Mariner_TIR_transposon	60000000.0	6	1884	0.1884
SODLb	chr7	Tc1_Mariner_TIR_transposon	61000000.0	10	5147	0.5146999999999999
SODLb	chr7	Tc1_Mariner_TIR_transposon	62000000.0	9	2790	0.27899999999999997
SODLb	chr7	Tc1_Mariner_TIR_transposon	63000000.0	5	3193	0.31930000000000003
SODLb	chr7	Tc1_Mariner_TIR_transposon	64000000.0	7	2947	0.2947
SODLb	chr7	Tc1_Mariner_TIR_transposon	65000000.0	4	4462	0.4462
SODLb	chr7	Tc1_Mariner_TIR_transposon	66000000.0	6	5351	0.5351
SODLb	chr7	Tc1_Mariner_TIR_transposon	67000000.0	7	5016	0.5015999999999999
SODLb	chr7	Tc1_Mariner_TIR_transposon	68000000.0	7	2940	0.294
SODLb	chr7	Tc1_Mariner_TIR_transposon	69000000.0	6	1317	0.1317
SODLb	chr7	Tc1_Mariner_TIR_transposon	70000000.0	7	809	0.11243997526042572
SODLb	chr7	hAT_TIR_transposon	0.0	0	0	0.0
SODLb	chr7	hAT_TIR_transposon	1000000.0	0	0	0.0
SODLb	chr7	hAT_TIR_transposon	2000000.0	2	613	0.06130000000000001
SODLb	chr7	hAT_TIR_transposon	3000000.0	35	7980	0.7979999999999999
SODLb	chr7	hAT_TIR_transposon	4000000.0	80	16782	1.6782
SODLb	chr7	hAT_TIR_transposon	5000000.0	77	22511	2.2511
SODLb	chr7	hAT_TIR_transposon	6000000.0	69	15877	1.5877
SODLb	chr7	hAT_TIR_transposon	7000000.0	76	21537	2.1537
SODLb	chr7	hAT_TIR_transposon	8000000.0	65	19802	1.9802
SODLb	chr7	hAT_TIR_transposon	9000000.0	56	15562	1.5562
SODLb	chr7	hAT_TIR_transposon	10000000.0	92	27133	2.7133000000000003
SODLb	chr7	hAT_TIR_transposon	11000000.0	89	26777	2.6776999999999997
SODLb	chr7	hAT_TIR_transposon	12000000.0	88	30399	3.0399
SODLb	chr7	hAT_TIR_transposon	13000000.0	102	29930	2.993
SODLb	chr7	hAT_TIR_transposon	14000000.0	107	33206	3.3205999999999998
SODLb	chr7	hAT_TIR_transposon	15000000.0	85	26615	2.6615
SODLb	chr7	hAT_TIR_transposon	16000000.0	100	30586	3.0585999999999998
SODLb	chr7	hAT_TIR_transposon	17000000.0	120	37935	3.7935000000000003
SODLb	chr7	hAT_TIR_transposon	18000000.0	123	38894	3.8893999999999997
SODLb	chr7	hAT_TIR_transposon	19000000.0	109	31138	3.1138
SODLb	chr7	hAT_TIR_transposon	20000000.0	114	35524	3.5524
SODLb	chr7	hAT_TIR_transposon	21000000.0	101	31354	3.1354
SODLb	chr7	hAT_TIR_transposon	22000000.0	101	31893	3.1893
SODLb	chr7	hAT_TIR_transposon	23000000.0	119	37514	3.7514
SODLb	chr7	hAT_TIR_transposon	24000000.0	80	25100	2.5100000000000002
SODLb	chr7	hAT_TIR_transposon	25000000.0	109	33713	3.3713
SODLb	chr7	hAT_TIR_transposon	26000000.0	128	38980	3.898
SODLb	chr7	hAT_TIR_transposon	27000000.0	103	31176	3.1176
SODLb	chr7	hAT_TIR_transposon	28000000.0	101	30457	3.0457
SODLb	chr7	hAT_TIR_transposon	29000000.0	115	36106	3.6106
SODLb	chr7	hAT_TIR_transposon	30000000.0	114	34809	3.4809
SODLb	chr7	hAT_TIR_transposon	31000000.0	118	37779	3.7779
SODLb	chr7	hAT_TIR_transposon	32000000.0	102	30892	3.0892
SODLb	chr7	hAT_TIR_transposon	33000000.0	109	35417	3.5416999999999996
SODLb	chr7	hAT_TIR_transposon	34000000.0	96	29067	2.9067
SODLb	chr7	hAT_TIR_transposon	35000000.0	96	29826	2.9825999999999997
SODLb	chr7	hAT_TIR_transposon	36000000.0	68	20565	2.0564999999999998
SODLb	chr7	hAT_TIR_transposon	37000000.0	42	16898	1.6898
SODLb	chr7	hAT_TIR_transposon	38000000.0	56	14394	1.4394
SODLb	chr7	hAT_TIR_transposon	39000000.0	57	17750	1.775
SODLb	chr7	hAT_TIR_transposon	40000000.0	93	28334	2.8334
SODLb	chr7	hAT_TIR_transposon	41000000.0	131	40253	4.0253
SODLb	chr7	hAT_TIR_transposon	42000000.0	123	37642	3.7642
SODLb	chr7	hAT_TIR_transposon	43000000.0	107	32772	3.2772
SODLb	chr7	hAT_TIR_transposon	44000000.0	119	38639	3.8639
SODLb	chr7	hAT_TIR_transposon	45000000.0	121	39176	3.9176
SODLb	chr7	hAT_TIR_transposon	46000000.0	135	44089	4.4089
SODLb	chr7	hAT_TIR_transposon	47000000.0	108	33587	3.3587
SODLb	chr7	hAT_TIR_transposon	48000000.0	114	36767	3.6767000000000003
SODLb	chr7	hAT_TIR_transposon	49000000.0	125	42071	4.2071
SODLb	chr7	hAT_TIR_transposon	50000000.0	116	37924	3.7923999999999998
SODLb	chr7	hAT_TIR_transposon	51000000.0	100	30432	3.0432
SODLb	chr7	hAT_TIR_transposon	52000000.0	123	38213	3.8213
SODLb	chr7	hAT_TIR_transposon	53000000.0	116	36207	3.6207000000000003
SODLb	chr7	hAT_TIR_transposon	54000000.0	122	38477	3.8476999999999997
SODLb	chr7	hAT_TIR_transposon	55000000.0	137	44026	4.4026000000000005
SODLb	chr7	hAT_TIR_transposon	56000000.0	101	31735	3.1734999999999998
SODLb	chr7	hAT_TIR_transposon	57000000.0	82	27881	2.7881
SODLb	chr7	hAT_TIR_transposon	58000000.0	95	28093	2.8093
SODLb	chr7	hAT_TIR_transposon	59000000.0	79	28349	2.8348999999999998
SODLb	chr7	hAT_TIR_transposon	60000000.0	88	26446	2.6446
SODLb	chr7	hAT_TIR_transposon	61000000.0	95	29120	2.912
SODLb	chr7	hAT_TIR_transposon	62000000.0	77	25598	2.5598
SODLb	chr7	hAT_TIR_transposon	63000000.0	59	19651	1.9650999999999998
SODLb	chr7	hAT_TIR_transposon	64000000.0	89	27220	2.722
SODLb	chr7	hAT_TIR_transposon	65000000.0	103	28644	2.8644
SODLb	chr7	hAT_TIR_transposon	66000000.0	77	19327	1.9327
SODLb	chr7	hAT_TIR_transposon	67000000.0	72	18139	1.8138999999999998
SODLb	chr7	hAT_TIR_transposon	68000000.0	91	26395	2.6395
SODLb	chr7	hAT_TIR_transposon	69000000.0	82	21226	2.1226
SODLb	chr7	hAT_TIR_transposon	70000000.0	26	5612	0.7799915218312845
SODLb	chr7	helitron	0.0	0	0	0.0
SODLb	chr7	helitron	1000000.0	0	0	0.0
SODLb	chr7	helitron	2000000.0	0	0	0.0
SODLb	chr7	helitron	3000000.0	82	16760	1.6760000000000002
SODLb	chr7	helitron	4000000.0	138	31296	3.1296
SODLb	chr7	helitron	5000000.0	133	32253	3.2253
SODLb	chr7	helitron	6000000.0	124	27935	2.7935000000000003
SODLb	chr7	helitron	7000000.0	130	37860	3.7859999999999996
SODLb	chr7	helitron	8000000.0	138	37146	3.7146
SODLb	chr7	helitron	9000000.0	119	27873	2.7872999999999997
SODLb	chr7	helitron	10000000.0	109	26512	2.6512000000000002
SODLb	chr7	helitron	11000000.0	86	22109	2.2109
SODLb	chr7	helitron	12000000.0	65	16007	1.6007
SODLb	chr7	helitron	13000000.0	91	34111	3.4111000000000002
SODLb	chr7	helitron	14000000.0	66	17181	1.7180999999999997
SODLb	chr7	helitron	15000000.0	53	11315	1.1315
SODLb	chr7	helitron	16000000.0	62	16150	1.6150000000000002
SODLb	chr7	helitron	17000000.0	101	29028	2.9028
SODLb	chr7	helitron	18000000.0	73	19627	1.9627
SODLb	chr7	helitron	19000000.0	74	21037	2.1037
SODLb	chr7	helitron	20000000.0	84	17332	1.7332
SODLb	chr7	helitron	21000000.0	64	18619	1.8619
SODLb	chr7	helitron	22000000.0	74	18160	1.8159999999999998
SODLb	chr7	helitron	23000000.0	74	20636	2.0636
SODLb	chr7	helitron	24000000.0	50	10291	1.0291
SODLb	chr7	helitron	25000000.0	73	21015	2.1014999999999997
SODLb	chr7	helitron	26000000.0	95	30966	3.0966
SODLb	chr7	helitron	27000000.0	71	17628	1.7628000000000001
SODLb	chr7	helitron	28000000.0	56	13542	1.3542
SODLb	chr7	helitron	29000000.0	67	18517	1.8517
SODLb	chr7	helitron	30000000.0	49	11422	1.1421999999999999
SODLb	chr7	helitron	31000000.0	64	14790	1.4789999999999999
SODLb	chr7	helitron	32000000.0	81	19405	1.9405
SODLb	chr7	helitron	33000000.0	80	19929	1.9929
SODLb	chr7	helitron	34000000.0	57	20002	2.0002
SODLb	chr7	helitron	35000000.0	39	8489	0.8489
SODLb	chr7	helitron	36000000.0	22	5216	0.5216000000000001
SODLb	chr7	helitron	37000000.0	3	454	0.045399999999999996
SODLb	chr7	helitron	38000000.0	4	492	0.0492
SODLb	chr7	helitron	39000000.0	19	3806	0.3806
SODLb	chr7	helitron	40000000.0	47	9949	0.9948999999999999
SODLb	chr7	helitron	41000000.0	32	6549	0.6549
SODLb	chr7	helitron	42000000.0	51	10915	1.0915
SODLb	chr7	helitron	43000000.0	60	14124	1.4123999999999999
SODLb	chr7	helitron	44000000.0	44	9591	0.9591000000000001
SODLb	chr7	helitron	45000000.0	65	20681	2.0681000000000003
SODLb	chr7	helitron	46000000.0	71	16118	1.6118000000000001
SODLb	chr7	helitron	47000000.0	66	16336	1.6336
SODLb	chr7	helitron	48000000.0	66	20855	2.0854999999999997
SODLb	chr7	helitron	49000000.0	75	20636	2.0636
SODLb	chr7	helitron	50000000.0	85	21044	2.1044
SODLb	chr7	helitron	51000000.0	72	23768	2.3768000000000002
SODLb	chr7	helitron	52000000.0	75	16104	1.6104
SODLb	chr7	helitron	53000000.0	68	20243	2.0243
SODLb	chr7	helitron	54000000.0	73	15515	1.5514999999999999
SODLb	chr7	helitron	55000000.0	68	16642	1.6642000000000001
SODLb	chr7	helitron	56000000.0	90	22650	2.265
SODLb	chr7	helitron	57000000.0	88	23837	2.3837
SODLb	chr7	helitron	58000000.0	91	23769	2.3769
SODLb	chr7	helitron	59000000.0	118	35895	3.5895
SODLb	chr7	helitron	60000000.0	99	27686	2.7685999999999997
SODLb	chr7	helitron	61000000.0	108	30082	3.0082
SODLb	chr7	helitron	62000000.0	130	41802	4.1802
SODLb	chr7	helitron	63000000.0	110	30556	3.0556
SODLb	chr7	helitron	64000000.0	112	27887	2.7887
SODLb	chr7	helitron	65000000.0	120	31354	3.1354
SODLb	chr7	helitron	66000000.0	145	35906	3.5906000000000002
SODLb	chr7	helitron	67000000.0	148	40273	4.0273
SODLb	chr7	helitron	68000000.0	183	49815	4.9815
SODLb	chr7	helitron	69000000.0	152	42253	4.2253
SODLb	chr7	helitron	70000000.0	67	15254	2.1200981243789045
SODLb	chr7	PIF_Harbinger_TIR_transposon	0.0	0	0	0.0
SODLb	chr7	PIF_Harbinger_TIR_transposon	1000000.0	0	0	0.0
SODLb	chr7	PIF_Harbinger_TIR_transposon	2000000.0	0	0	0.0
SODLb	chr7	PIF_Harbinger_TIR_transposon	3000000.0	35	11060	1.106
SODLb	chr7	PIF_Harbinger_TIR_transposon	4000000.0	48	13272	1.3272000000000002
SODLb	chr7	PIF_Harbinger_TIR_transposon	5000000.0	61	17614	1.7614
SODLb	chr7	PIF_Harbinger_TIR_transposon	6000000.0	75	21046	2.1046
SODLb	chr7	PIF_Harbinger_TIR_transposon	7000000.0	57	18027	1.8027000000000002
SODLb	chr7	PIF_Harbinger_TIR_transposon	8000000.0	49	13392	1.3392
